品种名称,物种学名,物种中文名称
恩恢69,Oryza sativa,水稻
湘恢326,Oryza sativa,水稻
咸恢26,Oryza sativa,水稻
R107,Oryza sativa,水稻
桂花B,Oryza sativa,水稻
GC95290,Oryza sativa,水稻
T226,Oryza sativa,水稻
10B,Oryza sativa,水稻
津10B,Oryza sativa,水稻
桂占,Oryza sativa,水稻
MR2004,Oryza sativa,水稻
京福9A,Oryza sativa,水稻
京福9B,Oryza sativa,水稻
京福8B,Oryza sativa,水稻
京福8A,Oryza sativa,水稻
京福7B,Oryza sativa,水稻
陆恢3,Oryza sativa,水稻
光叶B,Oryza sativa,水稻
岑恢268,Oryza sativa,水稻
R555,Oryza sativa,水稻
R569,Oryza sativa,水稻
测188,Oryza sativa,水稻
测288,Oryza sativa,水稻
测26,Oryza sativa,水稻
JG2859,Oryza sativa,水稻
嘉粳2859,Oryza sativa,水稻
嘉浙B,Oryza sativa,水稻
嘉浙A,Oryza sativa,水稻
紫兴05B,Oryza sativa,水稻
NHR8,Oryza sativa,水稻
华粳籼1,Oryza sativa,水稻
NHR4,Oryza sativa,水稻
渝恢933,Oryza sativa,水稻
泸恢8258,Oryza sativa,水稻
Y优86,Oryza sativa,水稻
镇恢46,Oryza sativa,水稻
Ⅱ优镇46,Oryza sativa,水稻
镇恢41,Oryza sativa,水稻
宇306,Oryza sativa,水稻
宇301,Oryza sativa,水稻
L鉴9,Oryza sativa,水稻
THR-2-1,Oryza sativa,水稻
W102,Oryza sativa,水稻
协优102,Oryza sativa,水稻
苏粳30,Oryza sativa,水稻
苏粳45,Oryza sativa,水稻
香优206,Oryza sativa,水稻
酒都优586,Oryza sativa,水稻
忠香优雅禾,Oryza sativa,水稻
川康优粤禾丝苗,Oryza sativa,水稻
锦城优4245,Oryza sativa,水稻
川康优620,Oryza sativa,水稻
惠和优566,Oryza sativa,水稻
千乡优673,Oryza sativa,水稻
野香优2115,Oryza sativa,水稻
川康优787,Oryza sativa,水稻
泓达优雅禾,Oryza sativa,水稻
旌早优1,Oryza sativa,水稻
旌优539,Oryza sativa,水稻
早香优丝苗,Oryza sativa,水稻
宜优2408,Oryza sativa,水稻
锦城优2119,Oryza sativa,水稻
蓉优2816,Oryza sativa,水稻
旌优505,Oryza sativa,水稻
德6优润禾,Oryza sativa,水稻
安香优丝苗,Oryza sativa,水稻
花优金丝苗,Oryza sativa,水稻
德优6697,Oryza sativa,水稻
甜香优五山丝苗,Oryza sativa,水稻
花优7991,Oryza sativa,水稻
德优6615,Oryza sativa,水稻
瑞优8637,Oryza sativa,水稻
锦城优2115,Oryza sativa,水稻
蜀优1278,Oryza sativa,水稻
千乡优5183,Oryza sativa,水稻
千乡优626,Oryza sativa,水稻
蓉5优339,Oryza sativa,水稻
浙优812,Oryza sativa,水稻
长优1674,Oryza sativa,水稻
嘉禾优726,Oryza sativa,水稻
皖垦糯6,Oryza sativa,水稻
哈两优1674,Oryza sativa,水稻
浙粳优77,Oryza sativa,水稻
苏秀823,Oryza sativa,水稻
中研稻1,Oryza sativa,水稻
苏秀885,Oryza sativa,水稻
春优87,Oryza sativa,水稻
皖粳1707,Oryza sativa,水稻
科粳618,Oryza sativa,水稻
荃粳优70,Oryza sativa,水稻
荃粳优46,Oryza sativa,水稻
乾两优香68,Oryza sativa,水稻
美香优165,Oryza sativa,水稻
川康优九五,Oryza sativa,水稻
福泰优661,Oryza sativa,水稻
华两优1518,Oryza sativa,水稻
恒丰优美香新占,Oryza sativa,水稻
秀两优527,Oryza sativa,水稻
广泰优165,Oryza sativa,水稻
荃优879,Oryza sativa,水稻
美优1628,Oryza sativa,水稻
福昌优701,Oryza sativa,水稻
金龙优3306,Oryza sativa,水稻
福玉香占,Oryza sativa,水稻
万象优美特占,Oryza sativa,水稻
天优4302,Oryza sativa,水稻
R963,Oryza sativa,水稻
浙恢963,Oryza sativa,水稻
南胜3,Oryza sativa,水稻
测13-8,Oryza sativa,水稻
怀VS,Oryza sativa,水稻
39A,Oryza sativa,水稻
39B,Oryza sativa,水稻
8019,Oryza sativa,水稻
红零,Oryza sativa,水稻
红零-4,Oryza sativa,水稻
成恢994,Oryza sativa,水稻
B06S,Oryza sativa,水稻
灵红占,Oryza sativa,水稻
灵红B,Oryza sativa,水稻
盐恢93005,Oryza sativa,水稻
HP121-8,Oryza sativa,水稻
095B,Oryza sativa,水稻
095A,Oryza sativa,水稻
890228,Oryza sativa,水稻
R242,Oryza sativa,水稻
H6-2,Oryza sativa,水稻
黎榆,Oryza sativa,水稻
黎榆B,Oryza sativa,水稻
R9525,Oryza sativa,水稻
湘恢700,Oryza sativa,水稻
矮B,Oryza sativa,水稻
金山B-1,Oryza sativa,水稻
金山1B,Oryza sativa,水稻
MR365,Oryza sativa,水稻
R437,Oryza sativa,水稻
Uni2000,Oryza sativa,水稻
T461选,Oryza sativa,水稻
T461,Oryza sativa,水稻
Wh16,Oryza sativa,水稻
MC20518,Oryza sativa,水稻
Z12,Oryza sativa,水稻
云陆103,Oryza sativa,水稻
滇禾优34,Oryza sativa,水稻
冈1优15,Oryza sativa,水稻
冈1优1,Oryza sativa,水稻
花优926,Oryza sativa,水稻
德优4727,Oryza sativa,水稻
德优427,Oryza sativa,水稻
内优2016,Oryza sativa,水稻
成优981,Oryza sativa,水稻
花优230,Oryza sativa,水稻
明优708,Oryza sativa,水稻
中优891,Oryza sativa,水稻
武津粳1,Oryza sativa,水稻
武1001,Oryza sativa,水稻
津原93,Oryza sativa,水稻
津糯3,Oryza sativa,水稻
龙庆稻3,Oryza sativa,水稻
庆08-163,Oryza sativa,水稻
龙粳41,Oryza sativa,水稻
龙生02068,Oryza sativa,水稻
中龙粳3,Oryza sativa,水稻
哈05-316,Oryza sativa,水稻
苗稻1,Oryza sativa,水稻
苗系918-16,Oryza sativa,水稻
东富101,Oryza sativa,水稻
东农9006,Oryza sativa,水稻
龙稻15,Oryza sativa,水稻
哈09-8,Oryza sativa,水稻
松粳19,Oryza sativa,水稻
松香08398,Oryza sativa,水稻
龙稻16,Oryza sativa,水稻
哈09-808,Oryza sativa,水稻
龙育0491,Oryza sativa,水稻
中龙粳1,Oryza sativa,水稻
哈03-216,Oryza sativa,水稻
育龙2,Oryza sativa,水稻
育龙02-33,Oryza sativa,水稻
牡响1,Oryza sativa,水稻
牡06-1318,Oryza sativa,水稻
绥稻2,Oryza sativa,水稻
盛昌06-013,Oryza sativa,水稻
绥粳14,Oryza sativa,水稻
绥04-5348,Oryza sativa,水稻
牡丹江32,Oryza sativa,水稻
牡02-1319,Oryza sativa,水稻
中龙粳2,Oryza sativa,水稻
哈04-1638,Oryza sativa,水稻
淦恢R9,Oryza sativa,水稻
淦恢398,Oryza sativa,水稻
泰丰优淦3,Oryza sativa,水稻
泰优淦3,Oryza sativa,水稻
低谷1,Oryza sativa,水稻
HTT1,Oryza sativa,水稻
HTT-1,Oryza sativa,水稻
赋育99,Oryza sativa,水稻
绿洲81,Oryza sativa,水稻
闽优华占,Oryza sativa,水稻
矮占43KS,Oryza sativa,水稻
广茉KS,Oryza sativa,水稻
T1C-19,Oryza sativa,水稻
新二KS,Oryza sativa,水稻
岳优159,Oryza sativa,水稻
W107,Oryza sativa,水稻
云粳28,Oryza sativa,水稻
同创02A,Oryza sativa,水稻
同创01S,Oryza sativa,水稻
W010,Oryza sativa,水稻
川绿389B,Oryza sativa,水稻
皖恢7058,Oryza sativa,水稻
W9864S,Oryza sativa,水稻
N625,Oryza sativa,水稻
E32,Oryza sativa,水稻
Q2优3,Oryza sativa,水稻
潭原B,Oryza sativa,水稻
潭原A,Oryza sativa,水稻
创香5,Oryza sativa,水稻
怀96-1,Oryza sativa,水稻
4342-1,Oryza sativa,水稻
ZR112,Oryza sativa,水稻
5029S,Oryza sativa,水稻
黔香1,Oryza sativa,水稻
261,Oryza sativa,水稻
164S,Oryza sativa,水稻
17B,Oryza sativa,水稻
W7415S,Oryza sativa,水稻
晚粳11,Oryza sativa,水稻
野禾子,Oryza sativa,水稻
矮脚桂花黄,Oryza sativa,水稻
74-24,Oryza sativa,水稻
竹秋40,Oryza sativa,水稻
鸡爪根,Oryza sativa,水稻
农杜4,Oryza sativa,水稻
广科3,Oryza sativa,水稻
5013,Oryza sativa,水稻
芜科71早,Oryza sativa,水稻
广蜂粳,Oryza sativa,水稻
61-29,Oryza sativa,水稻
芜农10,Oryza sativa,水稻
新太湖青,Oryza sativa,水稻
浙稻1,Oryza sativa,水稻
浙稻3,Oryza sativa,水稻
浙农939,Oryza sativa,水稻
南粳8,Oryza sativa,水稻
南粳7,Oryza sativa,水稻
镇早1,Oryza sativa,水稻
Y7S,Oryza sativa,水稻
川优3301,Oryza sativa,水稻
川香优209,Oryza sativa,水稻
双龙S,Oryza sativa,水稻
圣稻810,Oryza sativa,水稻
圣稻818,Oryza sativa,水稻
盐稻13,Oryza sativa,水稻
Ⅱ优8818,Oryza sativa,水稻
金恢8818,Oryza sativa,水稻
冈优8023,Oryza sativa,水稻
润优8023,Oryza sativa,水稻
金恢8023,Oryza sativa,水稻
金卓246A,Oryza sativa,水稻
金卓214A,Oryza sativa,水稻
金卓40A,Oryza sativa,水稻
金卓30A,Oryza sativa,水稻
哈0840,Oryza sativa,水稻
镇911S,Oryza sativa,水稻
紫香稻9,Oryza sativa,水稻
黑香稻3,Oryza sativa,水稻
华联S,Oryza sativa,水稻
东南恢510,Oryza sativa,水稻
东南恢012,Oryza sativa,水稻
W3668,Oryza sativa,水稻
雪珍,Oryza sativa,水稻
珍香禾1,Oryza sativa,水稻
航恢179,Oryza sativa,水稻
1155,Oryza sativa,水稻
黔恢107,Oryza sativa,水稻
早丰占,Oryza sativa,水稻
创两优鄂丰丝苗,Oryza sativa,水稻
卓越8,Oryza sativa,水稻
金籼181,Oryza sativa,水稻
绿都105,Oryza sativa,水稻
莲丝1,Oryza sativa,水稻
中科香粳1,Oryza sativa,水稻
楚香丝苗,Oryza sativa,水稻
F1534,Oryza sativa,水稻
龙粳4239,Oryza sativa,水稻
龙粳3032,Oryza sativa,水稻
龙粳4413,Oryza sativa,水稻
广黑糯1,Oryza sativa,水稻
展两优018,Oryza sativa,水稻
旱恢55,Oryza sativa,水稻
花150,Oryza sativa,水稻
全香丝苗,Oryza sativa,水稻
17TJ2,Oryza sativa,水稻
宁系44,Oryza sativa,水稻
17TJ12,Oryza sativa,水稻
宁系47,Oryza sativa,水稻
花151,Oryza sativa,水稻
2016KF7,Oryza sativa,水稻
哈勃506,Oryza sativa,水稻
牡05-1205,Oryza sativa,水稻
金禾香稻,Oryza sativa,水稻
哈粳稻9,Oryza sativa,水稻
04鉴32,Oryza sativa,水稻
燕江1,Oryza sativa,水稻
晋丰14,Oryza sativa,水稻
晋丰13,Oryza sativa,水稻
安陆早,Oryza sativa,水稻
岩革晚2,Oryza sativa,水稻
闽龙1,Oryza sativa,水稻
井泉糯,Oryza sativa,水稻
怀恢1124,Oryza sativa,水稻
康丰B,Oryza sativa,水稻
广23,Oryza sativa,水稻
广23B,Oryza sativa,水稻
N2B,Oryza sativa,水稻
糯N2B,Oryza sativa,水稻
GKA,Oryza sativa,水稻
CL-1,Oryza sativa,水稻
4020,Oryza sativa,水稻
C17-1,Oryza sativa,水稻
32043-12,Oryza sativa,水稻
41596,Oryza sativa,水稻
8704,Oryza sativa,水稻
辐74B,Oryza sativa,水稻
九丰B,Oryza sativa,水稻
明3A,Oryza sativa,水稻
明3B,Oryza sativa,水稻
献博A,Oryza sativa,水稻
献博,Oryza sativa,水稻
献改3A,Oryza sativa,水稻
献改3B,Oryza sativa,水稻
野败,Oryza sativa,水稻
献博3B,Oryza sativa,水稻
皖恢98,Oryza sativa,水稻
两优58,Oryza sativa,水稻
两优6193,Oryza sativa,水稻
永两优206,Oryza sativa,水稻
瑞两优56占,Oryza sativa,水稻
T两优860,Oryza sativa,水稻
T两优862,Oryza sativa,水稻
T两优866,Oryza sativa,水稻
荃广优银禾丝苗,Oryza sativa,水稻
皖两优490,Oryza sativa,水稻
越两优银丝,Oryza sativa,水稻
丁优532,Oryza sativa,水稻
芯安香占,Oryza sativa,水稻
太两优香七,Oryza sativa,水稻
绿香晶占,Oryza sativa,水稻
乐两优丰占,Oryza sativa,水稻
瑞晶占,Oryza sativa,水稻
晶珍香丝,Oryza sativa,水稻
裕珍香禾,Oryza sativa,水稻
徽农丝苗,Oryza sativa,水稻
两优2978,Oryza sativa,水稻
早优26,Oryza sativa,水稻
早籼1901,Oryza sativa,水稻
早籼1903,Oryza sativa,水稻
华糯1812,Oryza sativa,水稻
宣粳8,Oryza sativa,水稻
武运粳8351,Oryza sativa,水稻
荃早优5,Oryza sativa,水稻
益33优650,Oryza sativa,水稻
富育粳56,Oryza sativa,水稻
武运粳7224,Oryza sativa,水稻
五优油占,Oryza sativa,水稻
五优466,Oryza sativa,水稻
裕优黄占,Oryza sativa,水稻
裕优852,Oryza sativa,水稻
五粤占3,Oryza sativa,水稻
华航53,Oryza sativa,水稻
江航丝苗,Oryza sativa,水稻
J-35,Oryza sativa,水稻
白丝占,Oryza sativa,水稻
五山丝占,Oryza sativa,水稻
五山软占,Oryza sativa,水稻
黄软广占,Oryza sativa,水稻
粤银软占,Oryza sativa,水稻
粤抗1421,Oryza sativa,水稻
广软占,Oryza sativa,水稻
固广油占,Oryza sativa,水稻
玉晶油占,Oryza sativa,水稻
凤营丝苗,Oryza sativa,水稻
玉晶新占,Oryza sativa,水稻
E331,Oryza sativa,水稻
E33-1,Oryza sativa,水稻
荃优33,Oryza sativa,水稻
C两优259,Oryza sativa,水稻
荃优028,Oryza sativa,水稻
简两优黄莉占,Oryza sativa,水稻
常两优18,Oryza sativa,水稻
隆两优2010,Oryza sativa,水稻
隆两优1353,Oryza sativa,水稻
梦两优华占,Oryza sativa,水稻
隆两优248,Oryza sativa,水稻
隆两优1307,Oryza sativa,水稻
深两优3206,Oryza sativa,水稻
隆两优1308,Oryza sativa,水稻
粤红宝,Oryza sativa,水稻
小银软占,Oryza sativa,水稻
抗盐1,Oryza sativa,水稻
茉丰占1,Oryza sativa,水稻
广盐1,Oryza sativa,水稻
黄粤丝苗,Oryza sativa,水稻
R1377,Oryza sativa,水稻
粤金油占,Oryza sativa,水稻
粤泰早占,Oryza sativa,水稻
新源占,Oryza sativa,水稻
谷优5388,Oryza sativa,水稻
特优249,Oryza sativa,水稻
成优4,Oryza sativa,水稻
谷优259,Oryza sativa,水稻
泸20B,Oryza sativa,水稻
泸20A,Oryza sativa,水稻
98-12B,Oryza sativa,水稻
泸206B,Oryza sativa,水稻
泸206A,Oryza sativa,水稻
泸优0658,Oryza sativa,水稻
川绿优727,Oryza sativa,水稻
万两优香占,Oryza sativa,水稻
福龙两优1031,Oryza sativa,水稻
特优明占,Oryza sativa,水稻
泰恢973,Oryza sativa,水稻
陆奥小町,Oryza sativa,水稻
泸光2S,Oryza sativa,水稻
8008-7,Oryza sativa,水稻
垦96-754,Oryza sativa,水稻
垦96-249,Oryza sativa,水稻
垦96-730,Oryza sativa,水稻
上育394,Oryza sativa,水稻
鑫隆B,Oryza sativa,水稻
鑫隆A,Oryza sativa,水稻
赣莲B,Oryza sativa,水稻
赣莲A,Oryza sativa,水稻
168B,Oryza sativa,水稻
168A,Oryza sativa,水稻
唐18S,Oryza sativa,水稻
兵12S,Oryza sativa,水稻
TR401,Oryza sativa,水稻
兵两优401,Oryza sativa,水稻
内香6B,Oryza sativa,水稻
安田B,Oryza sativa,水稻
黔恢136,Oryza sativa,水稻
安田A,Oryza sativa,水稻
R4218,Oryza sativa,水稻
吉优4218,Oryza sativa,水稻
中佳早18,Oryza sativa,水稻
宏胡早糯,Oryza sativa,水稻
潭两优39,Oryza sativa,水稻
锦两优816,Oryza sativa,水稻
R2012,Oryza sativa,水稻
柒两优2012,Oryza sativa,水稻
长两优39,Oryza sativa,水稻
金山B-2,Oryza sativa,水稻
金岩B,Oryza sativa,水稻
金岩A,Oryza sativa,水稻
118A,Oryza sativa,水稻
繁优676,Oryza sativa,水稻
民优667,Oryza sativa,水稻
金航丝苗,Oryza sativa,水稻
华新占,Oryza sativa,水稻
丰新占,Oryza sativa,水稻
茉莉软占,Oryza sativa,水稻
银晶软占,Oryza sativa,水稻
美香占2,Oryza sativa,水稻
粤秀占,Oryza sativa,水稻
合丝占,Oryza sativa,水稻
金华软占,Oryza sativa,水稻
粤籼18,Oryza sativa,水稻
五山油占,Oryza sativa,水稻
丰二占,Oryza sativa,水稻
籼油占,Oryza sativa,水稻
泰四占,Oryza sativa,水稻
南粳42,Oryza sativa,水稻
宁2008,Oryza sativa,水稻
甬优8,Oryza sativa,水稻
E24,Oryza sativa,水稻
8006A,Oryza sativa,水稻
苏粳优2,Oryza sativa,水稻
T优011,Oryza sativa,水稻
苏粳8,Oryza sativa,水稻
苏3-28,Oryza sativa,水稻
南粳43,Oryza sativa,水稻
宁119,Oryza sativa,水稻
SA1,Oryza sativa,水稻
陵风优18,Oryza sativa,水稻
扬辐粳8,Oryza sativa,水稻
扬辐粳4901,Oryza sativa,水稻
淮稻9,Oryza sativa,水稻
淮68,Oryza sativa,水稻
淮优粳2,Oryza sativa,水稻
盐糯12,Oryza sativa,水稻
天丰优269,Oryza sativa,水稻
盐优269,Oryza sativa,水稻
Ⅱ优650,Oryza sativa,水稻
协优728,Oryza sativa,水稻
协优03-728,Oryza sativa,水稻
武粳13,Oryza sativa,水稻
武育5021,Oryza sativa,水稻
竹两优珍25,Oryza sativa,水稻
苏恢720,Oryza sativa,水稻
旺香优720,Oryza sativa,水稻
瑞恢399,Oryza sativa,水稻
粤恢98丝苗,Oryza sativa,水稻
亚恢糯8301,Oryza sativa,水稻
成恢178wxR,Oryza sativa,水稻
贵禾,Oryza sativa,水稻
19B,Oryza sativa,水稻
广星B,Oryza sativa,水稻
紫泰S,Oryza sativa,水稻
253B,Oryza sativa,水稻
伍S,Oryza sativa,水稻
百香B,Oryza sativa,水稻
B32028,Oryza sativa,水稻
HA1705S,Oryza sativa,水稻
珉A,Oryza sativa,水稻
珉B,Oryza sativa,水稻
珉优1899,Oryza sativa,水稻
幸福A,Oryza sativa,水稻
幸福B,Oryza sativa,水稻
幸福优1899,Oryza sativa,水稻
中恢7245,Oryza sativa,水稻
广福A,Oryza sativa,水稻
广福B,Oryza sativa,水稻
广福优1899,Oryza sativa,水稻
蓉优6,Oryza sativa,水稻
德农316,Oryza sativa,水稻
内香优10,Oryza sativa,水稻
中优141,Oryza sativa,水稻
先农101,Oryza sativa,水稻
中优906,Oryza sativa,水稻
赣晚籼37,Oryza sativa,水稻
汕优963,Oryza sativa,水稻
华优451,Oryza sativa,水稻
衡晚优893,Oryza sativa,水稻
蓉优5,Oryza sativa,水稻
德农108,Oryza sativa,水稻
德优晚1,Oryza sativa,水稻
金优284,Oryza sativa,水稻
天优428,Oryza sativa,水稻
天丰优428,Oryza sativa,水稻
浙91A,Oryza sativa,水稻
玉香优237,Oryza sativa,水稻
隆平048,Oryza sativa,水稻
陆两优611,Oryza sativa,水稻
金优968,Oryza sativa,水稻
T优968,Oryza sativa,水稻
培两优抗占,Oryza sativa,水稻
跃新2,Oryza sativa,水稻
跃新1,Oryza sativa,水稻
粤优206,Oryza sativa,水稻
eK优4480,Oryza sativa,水稻
中优329,Oryza sativa,水稻
中优2596,Oryza sativa,水稻
先农40,Oryza sativa,水稻
东优13,Oryza sativa,水稻
先农18,Oryza sativa,水稻
先农12,Oryza sativa,水稻
中优962,Oryza sativa,水稻
先农10,Oryza sativa,水稻
先农8,Oryza sativa,水稻
中优80,Oryza sativa,水稻
桂恢663,Oryza sativa,水稻
丰田优663,Oryza sativa,水稻
美锋稻217,Oryza sativa,水稻
中浙2优12,Oryza sativa,水稻
阳丰优538,Oryza sativa,水稻
闻香优616,Oryza sativa,水稻
R397,Oryza sativa,水稻
金玉优397,Oryza sativa,水稻
桂826,Oryza sativa,水稻
龙丰优826,Oryza sativa,水稻
珍野优108,Oryza sativa,水稻
百香A,Oryza sativa,水稻
R125,Oryza sativa,水稻
百香优125,Oryza sativa,水稻
JR276,Oryza sativa,水稻
立丰优276,Oryza sativa,水稻
粤恢426,Oryza sativa,水稻
R5872,Oryza sativa,水稻
H两优5872,Oryza sativa,水稻
旌9A,Oryza sativa,水稻
R55,Oryza sativa,水稻
软华优55,Oryza sativa,水稻
印度大穗稻,Oryza sativa,水稻
软华优831,Oryza sativa,水稻
广12,Oryza sativa,水稻
R1598,Oryza sativa,水稻
申武优26,Oryza sativa,水稻
辽粳1415,Oryza sativa,水稻
盘育稻,Oryza sativa,水稻
三秋稻6,Oryza sativa,水稻
天域稻2,Oryza sativa,水稻
稻源16,Oryza sativa,水稻
丹粳糯3,Oryza sativa,水稻
港辐粳16,Oryza sativa,水稻
沈6优09,Oryza sativa,水稻
沈9优09,Oryza sativa,水稻
北粳1501,Oryza sativa,水稻
辽粳419,Oryza sativa,水稻
勇华粳508,Oryza sativa,水稻
营春粳6,Oryza sativa,水稻
锦稻109,Oryza sativa,水稻
富禾稻9463,Oryza sativa,水稻
美锋稻663,Oryza sativa,水稻
盐粳662,Oryza sativa,水稻
三秋稻1,Oryza sativa,水稻
美锋稻115,Oryza sativa,水稻
美锋稻113,Oryza sativa,水稻
美锋稻63,Oryza sativa,水稻
福星稻39,Oryza sativa,水稻
B621S,Oryza sativa,水稻
保恢5,Oryza sativa,水稻
神农2A,Oryza sativa,水稻
神农2B,Oryza sativa,水稻
华恢016,Oryza sativa,水稻
U1A,Oryza sativa,水稻
浙辐粳83,Oryza sativa,水稻
秀水14,Oryza sativa,水稻
中嘉8,Oryza sativa,水稻
泰两优华占,Oryza sativa,水稻
浙两优274,Oryza sativa,水稻
深两优332,Oryza sativa,水稻
华浙优1,Oryza sativa,水稻
华浙优71,Oryza sativa,水稻
臻优H30,Oryza sativa,水稻
金早239,Oryza sativa,水稻
金12-39,Oryza sativa,水稻
忠优480,Oryza sativa,水稻
神9优25,Oryza sativa,水稻
陵优6760,Oryza sativa,水稻
万优80,Oryza sativa,水稻
红米丝苗,Oryza sativa,水稻
渝糯653,Oryza sativa,水稻
川绿优5240,Oryza sativa,水稻
袁两优908,Oryza sativa,水稻
万优956,Oryza sativa,水稻
西大优22,Oryza sativa,水稻
万优56,Oryza sativa,水稻
神农优228,Oryza sativa,水稻
陵优8724,Oryza sativa,水稻
巴优4,Oryza sativa,水稻
U优1508,Oryza sativa,水稻
深两优871,Oryza sativa,水稻
乐5A,Oryza sativa,水稻
蓉优28,Oryza sativa,水稻
赣恢993,Oryza sativa,水稻
赣香优993,Oryza sativa,水稻
Ⅱ优503,Oryza sativa,水稻
新香优207,Oryza sativa,水稻
营盐3,Oryza sativa,水稻
茂洋3,Oryza sativa,水稻
新香优63,Oryza sativa,水稻
皖稻65,Oryza sativa,水稻
协优9279,Oryza sativa,水稻
兴籼1,Oryza sativa,水稻
金优桂33,Oryza sativa,水稻
金优152,Oryza sativa,水稻
皖稻27,Oryza sativa,水稻
E164,Oryza sativa,水稻
德农204,Oryza sativa,水稻
卡青90,Oryza sativa,水稻
K优195,Oryza sativa,水稻
青叶青丰,Oryza sativa,水稻
盐粳218,Oryza sativa,水稻
广宁矮,Oryza sativa,水稻
培杂266,Oryza sativa,水稻
K优66,Oryza sativa,水稻
汕优86,Oryza sativa,水稻
培杂茂选,Oryza sativa,水稻
丝优318,Oryza sativa,水稻
沈稻18,Oryza sativa,水稻
汕优428,Oryza sativa,水稻
C两优4418,Oryza sativa,水稻
Ⅱ优82,Oryza sativa,水稻
金优80,Oryza sativa,水稻
特优216,Oryza sativa,水稻
珍桂矮1,Oryza sativa,水稻
梅连早,Oryza sativa,水稻
金陵57,Oryza sativa,水稻
秀水21,Oryza sativa,水稻
V18S,Oryza sativa,水稻
原胚糯,Oryza sativa,水稻
浙08A,Oryza sativa,水稻
浙08B,Oryza sativa,水稻
H105,Oryza sativa,水稻
华421,Oryza sativa,水稻
韶农A,Oryza sativa,水稻
韶A,Oryza sativa,水稻
泰766,Oryza sativa,水稻
9香A,Oryza sativa,水稻
9香B,Oryza sativa,水稻
铜恢007,Oryza sativa,水稻
铜R007,Oryza sativa,水稻
信R66,Oryza sativa,水稻
245-19,Oryza sativa,水稻
R1101,Oryza sativa,水稻
上师大10,Oryza sativa,水稻
R311,Oryza sativa,水稻
RD998,Oryza sativa,水稻
长粒香A,Oryza sativa,水稻
航17S,Oryza sativa,水稻
HKK9,Oryza sativa,水稻
软玉2,Oryza sativa,水稻
香软玉,Oryza sativa,水稻
软香玉,Oryza sativa,水稻
RD009,Oryza sativa,水稻
长农2B,Oryza sativa,水稻
H恢278,Oryza sativa,水稻
FK1S,Oryza sativa,水稻
标记28S,Oryza sativa,水稻
桂阳矮121,Oryza sativa,水稻
美A,Oryza sativa,水稻
资优299,Oryza sativa,水稻
桥粳818,Oryza sativa,水稻
湘矮早2,Oryza sativa,水稻
优Ⅰ99,Oryza sativa,水稻
728,Oryza sativa,水稻
D优78,Oryza sativa,水稻
159,Oryza sativa,水稻
Ⅱ优45,Oryza sativa,水稻
湘矮早8,Oryza sativa,水稻
株两优268,Oryza sativa,水稻
74-133,Oryza sativa,水稻
岗丰糯,Oryza sativa,水稻
特优广18,Oryza sativa,水稻
湘辐早7,Oryza sativa,水稻
K优4,Oryza sativa,水稻
枝优香,Oryza sativa,水稻
Ⅱ优26,Oryza sativa,水稻
苏优72,Oryza sativa,水稻
铁骨矮1,Oryza sativa,水稻
苏77A,Oryza sativa,水稻
二汕63,Oryza sativa,水稻
二汕优63,Oryza sativa,水稻
常优07-1,Oryza sativa,水稻
株两优1,Oryza sativa,水稻
新潮11,Oryza sativa,水稻
普选27,Oryza sativa,水稻
智两优533,Oryza sativa,水稻
智两优618,Oryza sativa,水稻
荟丰优466,Oryza sativa,水稻
华元3优218,Oryza sativa,水稻
冈8优851,Oryza sativa,水稻
川农稻1518,Oryza sativa,水稻
泰香优5318,Oryza sativa,水稻
B两优131,Oryza sativa,水稻
B两优028,Oryza sativa,水稻
志两优332,Oryza sativa,水稻
裕两优3218,Oryza sativa,水稻
科两优3090,Oryza sativa,水稻
科两优2493,Oryza sativa,水稻
荃优325,Oryza sativa,水稻
玮两优1019,Oryza sativa,水稻
荃优锦禾,Oryza sativa,水稻
川康优粤农丝苗,Oryza sativa,水稻
蓉7优粤农丝苗,Oryza sativa,水稻
荃优569,Oryza sativa,水稻
荃优1606,Oryza sativa,水稻
旌3优938,Oryza sativa,水稻
金龙优548,Oryza sativa,水稻
川种优2268,Oryza sativa,水稻
荟丰优6101,Oryza sativa,水稻
旌优348,Oryza sativa,水稻
旌优312,Oryza sativa,水稻
宜香优715,Oryza sativa,水稻
雄两优255,Oryza sativa,水稻
红两优898,Oryza sativa,水稻
红两优211,Oryza sativa,水稻
广南1,Oryza sativa,水稻
M95,Oryza sativa,水稻
庄13,Oryza sativa,水稻
准两优49,Oryza sativa,水稻
九稻20,Oryza sativa,水稻
九海8606,Oryza sativa,水稻
临稻3,Oryza sativa,水稻
中花10,Oryza sativa,水稻
郑粳107,Oryza sativa,水稻
冀粳10,Oryza sativa,水稻
龙川籼1,Oryza sativa,水稻
6027,Oryza sativa,水稻
垦鉴稻3,Oryza sativa,水稻
垦94-202,Oryza sativa,水稻
甬粳2号A,Oryza sativa,水稻
宁波2号A,Oryza sativa,水稻
湘州优H104,Oryza sativa,水稻
丹粳1,Oryza sativa,水稻
早杂选,Oryza sativa,水稻
吉粳63,Oryza sativa,水稻
吉84-83,Oryza sativa,水稻
通系103,Oryza sativa,水稻
新直2,Oryza sativa,水稻
直922,Oryza sativa,水稻
东农417,Oryza sativa,水稻
C两优513,Oryza sativa,水稻
秀江早4,Oryza sativa,水稻
南农大1259,Oryza sativa,水稻
毕辐2,Oryza sativa,水稻
